title,mixed fandom,ships,characters,hits,kudos,published
How fitting.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead']",1146,22,19 Oct 2021
Miscommunication |Ashido Mina x Kirishima Ejirou | 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Ashido Mina/Kirishima Eijirou', 'Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto', 'Jirou Kyouka/Kaminari Denki']","['Ashido Mina', 'Kirishima Eijirou', 'Bakugou Katsuki', 'Shinsou Hitoshi', 'Midoriya Izuku', 'Todoroki Shouto', 'Jirou Kyouka', 'Kaminari Denki', 'Hagakure Tooru', 'Mineta Minoru']",373,8,19 Oct 2021
Toxic Love,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Midoriya Izuku', 'Jirou Kyouka/Kaminari Denki']","['Todoroki Shouto', 'Midoriya Izuku', 'Bakugou Katsuki', 'Kaminari Denki', 'Aizawa Shouta | Eraserhead', 'Uraraka Ochako', 'Shinsou Hitoshi', 'Yagi Toshinori | All Might', 'Kirishima Eijirou']",384,3,19 Oct 2021
"Deku, The Explosion Hero",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)']",1195,37,19 Oct 2021
on my front doorstep,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Uraraka Ochako', 'Bakugou Katsuki/Kirishima Eijirou', 'Jirou Kyouka/Yaoyorozu Momo']","['Uraraka Ochako', 'Midoriya Izuku', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Yaoyorozu Momo', 'Jirou Kyouka']",378,42,19 Oct 2021
"""Best Pair for the Year: Kirishima & Bakugo.""",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Bakugou Katsuki & OC']","['OC - Character', 'Bakugou Katsuki', 'Kirishima Eijirou']",1474,106,19 Oct 2021
Intuition,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)', 'Villain (Unnamed)']",12240,2229,19 Oct 2021
"Like Dominos, we all Eventually Tumble and Fall",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Bakugou Katsuki', 'Toga Himiko']",2211,211,19 Oct 2021
Ridiculous,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Todoroki Shouto']","['Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto']",1140,134,19 Oct 2021
Giving Into The Love,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Shinsou Hitoshi', 'Ashido Mina/Yaoyorozu Momo', 'Bakugou Katsuki/Uraraka Ochako', 'Kaminari Denki/Todoroki Shouto', 'Class 1-A & Midoriya Izuku', 'Ashido Mina & Midoriya Izuku', 'Hagakure Tooru & Midoriya Izuku', 'Midoriya Izuku & Yaoyorozu Momo']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Ashido Mina', 'Yaoyorozu Momo', 'Hagakure Tooru', 'mentioned Kaminari Denki - Character', 'Mentioned Todoroki Shouto - Character', 'Uraraka Ochako', 'Mentioned Bakugou Katsuki - Character']",1420,94,19 Oct 2021
No Saviors Here,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Squid Game (TV 2021)']",['Deku and Bakugo Frienmies'],"['Paranormal Liberation Front (My Hero Academia)', 'Class 1-A (My Hero Academia)', 'Class 1-B', 'Class 1-C (My Hero Academia)', 'General Education Department (My Hero Academia)', 'General Support', 'Principal Nezu', 'Kan Sekijirou | Vlad King', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight', 'Ectoplasm (My Hero Academia)', 'Powerloader']",134,5,19 Oct 2021
The Trinity,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Shinsou Hitoshi & Shirakumo Oboro', 'Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic', 'Aizawa Shouta & Kayama Nemuri & Shirakumo Oboro & Yamada Hizashi']","['Shirakumo Oboro', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight']",571,39,19 Oct 2021
Day 17 placeholder,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],[],369,2,19 Oct 2021
Reeducation,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Iida Tenya/Sero Hanta'],"['Iida Tenya', 'Sero Hanta', 'Kaminari Denki']",2546,197,19 Oct 2021
Day 18: Food Play,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Kirishima Eijirou/Tetsutetsu Tetsutetsu', 'Bakugou Katsuki/Tetsutetsu Tetsutetsu']","['Bakugou Katsuki', 'Kirishima Eijirou', 'Tetsutetsu Tetsutetsu']",2048,118,19 Oct 2021
Claimed at a Concert,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Kaminari Denki/Shouji Mezou'],"['Kaminari Denki', 'Haya Yuuyu', 'Tokoyami Fumikage', 'Shouji Mezou', 'Bakugou Katsuki', 'Jirou Kyouka', 'Todoroki Shouto', 'Sero Hanta']",179,12,19 Oct 2021
"you were the sun, and i was crashing into you",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Todoroki Shouto'],[],2246,253,19 Oct 2021
Creatures of Calm and Claws,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Shinsou Hitoshi', 'Bakugou Katsuki & Kirishima Eijirou']","['Bakugou Katsuki', 'Shinsou Hitoshi', 'Kirishima Eijirou']",1444,239,17 Oct 2021
Screw The Roses,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Sero Hanta/Todoroki Shouto'],[],3788,202,17 Oct 2021
You're the reason I believe in faith,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki & Kaminari Denki'],"['Bakugou Katsuki', 'Kaminari Denki', 'Kirishima Eijirou', 'Midoriya Izuku', 'others - Character']",44,,17 Oct 2021
Study Session,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Kaminari Denki/Midoriya Izuku'],"['Kaminari Denki', 'Midoriya Izuku']",8684,474,17 Oct 2021
To keep us safe,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku & Todoroki Shouto'],"['Midoriya Izuku', 'Todoroki Shouto']",657,44,17 Oct 2021
Okay For Now,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead & Shinsou Hitoshi'],"['Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Original Characters', 'But they’re not important - Character']",3992,454,17 Oct 2021
Winters are Cold in Hosu,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Todoroki Enji | Endeavor & Tsugauchi Naomasa', 'Dabi | Todoroki Touya/Original Character(s)']","['Todoroki Enji | Endeavor', 'Tsukauchi Naomasa', 'Original Female Character(s) of Color', 'Original Child Character(s)', 'Dabi | Todoroki Touya', 'Original Characters']",126,8,17 Oct 2021
If you met me,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Kirishima Eijirou/Midoriya Izuku', 'Bakugou Katsuki/Kirishima Eijirou', 'but not a major part of fic']","['Kirishima Eijirou', 'Midoriya Izuku', 'Bakugou Katsuki']",262,29,17 Oct 2021
Toxic relationships dont last long Shinsou x reader,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Kaminari Denki/Shinsou Hitoshi']","['Bakugou Katsuki', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Eri (My Hero Academia)', 'Kaminari Denki', 'Midoriya Izuku', 'Ashido Mina']",305,,17 Oct 2021
One Word at a Time,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi']","['Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi']",27909,3896,17 Oct 2021
Two Minutes To Change A Life,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Todoroki Enji | Endeavor & Todoroki Shouto', 'Aizawa Shouta | Eraserhead & Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Todoroki Enji | Endeavor', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Todoroki Family (My Hero Academia)']",5130,378,17 Oct 2021
By Her Side,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki & Uraraka Ochako'],"['Bakugou Katsuki', 'Uraraka Ochako', 'Midoriya Izuku']",259,22,17 Oct 2021
A Guide To Vigilantism,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Hisashi/Midoriya Inko', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Midoriya Inko', 'Midoriya Hisashi', 'Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi', 'Tsukauchi Naomasa']",1683,99,17 Oct 2021
LMC’s EIJIROCTOBER 2021,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],[],211,11,17 Oct 2021
Ohfaun's Kinktober,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Sero Hanta/Todoroki Shoto', 'Bakugou Katsuki/Kirishima Eijirou']","['Bakugou Katsuki', 'Midoriya Izuku', 'Sero Hanta', 'Todoroki Shoto', 'Kirishima Eijirou', 'Takami Keigo | Hawks']",3039,117,17 Oct 2021
"like a chalk outline on pavement (only this time, in red)",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Hagakure Tooru & Yaoyorozu Momo'],"['Hagakure Tooru', 'Yaoyorozu Momo']",117,13,17 Oct 2021
Kinktober 2021 - short sex stories (Version française),"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Naruto, Shingeki no Kyojin | Attack on Titan, 食戟のソーマ | Food Wars! Shokugeki no Soma, Black Clover - Tabata Yuki (Anime & Manga)']",[],[],1210,8,17 Oct 2021
Maybe We're A Little Different (There's No Need To Be Ashamed),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Class 1-A & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Kamihara Shinya | Edgeshot & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Class 1-A', 'Eri & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead & Eri', 'Aizawa Shouta | Eraserhead & Kamihara Shinya | Edgeshot', 'Kaminari Denki & Midoriya Izuku', 'Kaminari Denki & Midoriya Izuku & Shinsou Hitoshi']","['Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Kamihara Shinya | Edgeshot', 'Eri (My Hero Academia)', 'Shinsou Hitoshi', 'Nishiya Shinji | Kamui Woods', 'Takeyama Yuu | Mount Lady', 'Midoriya Izuku', 'Kaminari Denki']",7707,596,17 Oct 2021
The Transfers,"['Fandoms:\nMarvel Cinematic Universe, Thor (Movies), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Fukukado Emi | Ms. Joke/Kayama Nemuri | Midnight']","['Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead', 'Fukukado Emi | Ms. Joke', 'Kayama Nemuri | Midnight', 'Shirakumo Oboro', 'aka pain', 'Loki (Marvel)', 'Thor (Marvel)']",345,23,17 Oct 2021
Golden Cracks,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Original Female Character(s)', 'Yamada Hizashi | Present Mic & Original Female Character(s)', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'but they dont come into play until a little later in the story', 'Midoriya Izuku & Original Female Character(s)', 'Midoriya Inko & Original Female Character(s)', 'Bakugou Katsuki & Original Character(s)']","['Mari - Original Female Character', 'Original Female Character(s)', 'Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Tsukauchi Naomasa', 'Bakugou Katsuki']",323,22,17 Oct 2021
Stories in the Works,"['Fandoms:\nPocket Monsters | Pokemon - All Media Types, Ben 10 Series, Danny Phantom, Justice League - All Media Types, Young Justice - All Media Types, Teen Titans - All Media Types, DCU, Marvel, The Avengers (Marvel) - All Media Types, Marvel Cinematic Universe, Fantastic Four, X-Men - All Media Types, Star Wars - All Media Types, Miraculous Ladybug, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Fairy Tail']",[],"['Satoshi | Ash Ketchum', 'Ben Tennyson', 'Gwen Tennyson', 'Kevin Levin', 'Danny Fenton', 'Danielle ""Dani"" Phantom', 'Sam Manson', 'Tucker Foley', 'Clockwork (Danny Phantom)', 'Arceus (Pokemon)', 'Professor Paradox (Ben 10 Series)', 'Natsu Dragneel', 'Gray Fullbuster', 'Erza Scarlet', 'Lucy Heartfilia', 'Happy (Fairy Tail)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Marinette Dupain-Cheng | Ladybug', 'Adrien Agreste | Chat Noir', 'Yoda (Star Wars)', 'Charles Xavier', 'Tony Stark', 'Steve Rogers', 'Bruce Banner', 'Thor (Marvel)']",307,3,15 Oct 2021
Feeling Good,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Ashido Mina', 'Class 1-A (My Hero Academia)']",852,71,15 Oct 2021
Outlaw,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou']",3649,452,15 Oct 2021
"I’ll Pick Up My Hiking Boots When I Am Ready, And Put Down My Roots When I’m Dead",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Uraraka Ochako'],"['Midoriya Izuku', 'Uraraka Ochako']",549,26,15 Oct 2021
Worlds of emotion ( never seen before by his eyes. ),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['No Romantic Relationship(s)', 'Midoriya Izuku & Sensei | All For One', 'Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'First One For All User & Midoriya Izuku']","['Midoriya Izuku', 'Sensei | All For One', 'First One For All User (My Hero Academia)']",457,45,15 Oct 2021
Burn,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou/Todoroki Shouto', 'Kirishima Eijirou/Todoroki Shouto', 'Bakugou Katsuki/Kirishima Eijirou', 'Bakugou Katsuki/Todoroki Shouto']","['Bakugou Katsuki', 'Todoroki Shouto', 'Kirishima Eijirou']",7211,772,15 Oct 2021
Vintage Hero Movie Night,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Dark Shadow & Tokoyami Fumikage'],"['Tokoyami Fumikage', 'Iida Tenya', 'Dark Shadow (My Hero Academia)']",236,43,15 Oct 2021
A Stinging Sensation,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Queen Bee - Character', 'Aizawa Shouta | Eraserhead']",1440,99,15 Oct 2021
The new morning routine,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Bakugou Katsuki']","['Aizawa Shouta | Eraserhead', 'Yaoyorozu Momo', 'Midoriya Izuku', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)']",17896,508,15 Oct 2021
"Who is This Sassy, Lost Child?",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Midoriya Izuku', 'Class 1-A & Midoriya Izuku', 'Hatsume Mei & Midoriya Izuku']","['Midoriya Izuku', 'Class 1-A (My Hero Academia)', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Maijima Higari | Power Loader', 'Hatsume Mei', 'Nedzu (My Hero Academia)']",15996,3013,15 Oct 2021
Pretty in Pink,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Kirishima Eijirou'],[],1681,123,15 Oct 2021
Good Little Whore,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Shinsou Hitoshi'],"['Midoriya Izuku', 'Shinsou Hitoshi']",5626,258,15 Oct 2021
f u m a d i l u n a,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'Kirishima Eijirou/Midoriya Izuku']","['Midoriya Izuku', 'Todoroki Shouto', 'Kirishima Eijirou']",120,19,15 Oct 2021
TodoDeku ~Temperature Play,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'minor Bakugou Katsuki/Kirishima Eijirou - Relationship', 'Bakugou Katsuki & Todoroki Shouto']","['Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki']",1968,115,15 Oct 2021
"""If you leave now, you lose everything.""",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto']",276,32,15 Oct 2021
like a red spider lily,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Midoriya Izuku', 'Class 1-A & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku', 'Nedzu (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Shinsou Hitoshi', 'Class 1-A (My Hero Academia)']",2828,168,15 Oct 2021
"Monoma Come Down, Don’t Jump Off the Roof (Draft One)",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Monoma Neito/Tetsutetsu Tetsutetsu', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Kendou Itsuka/Monoma Neito (past)', 'Toga Himiko/Uraraka Ochako', 'Iida Tenya/Sero Hanta/Todoroki Shouto', 'Kaminari Denki/Monoma Neito/Shinsou Hitoshi', 'Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku']","['Monoma Neito', 'League of Villains (My Hero Academia)', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Class 1-C (My Hero Academia)']",2364,186,15 Oct 2021
I am (not) alone (anymore),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Nedzu (My Hero Academia)', 'Iida Tenya', 'Todoroki Shouto', 'Uraraka Ochako', 'Yaoyorozu Momo', 'Satou Rikidou', 'Kirishima Eijirou', 'Jirou Kyouka', 'Shouji Mezou', 'Class 1-A (My Hero Academia)']",24740,2065,15 Oct 2021
Studding For You,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku', 'Midoriya Inko', 'Bakugou Mitsuki', 'Bakugou Masaru']",9628,1229,15 Oct 2021
Do Not Seek Asylum,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku & Sensei | All For One'],"['Midoriya Izuku', 'Sensei | All For One']",3179,390,15 Oct 2021
First time - NS,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might'],"['Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might']",186,25,13 Oct 2021
Sirens of the Surface,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Jirou Kyouka/Yaoyorozu Momo'],"['Jirou Kyouka', 'Yaoyorozu Momo']",396,59,13 Oct 2021
High Hopes,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Class 1-A (My Hero Academia)']",24394,1958,13 Oct 2021
--tomioka giyuu & sanemi shinazugawa x fem!reader // past lovers au!,"['Fandoms:\n鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime), 鬼滅の刃 | Kimetsu no Yaiba (Manga), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Tomioka Giyuu & Reader', 'Tomioka Giyuu/Reader', 'Shinazugawa Sanemi/Reader']","['Kibutsuji Muzan', 'Kamado Tanjirou', 'Kamado Nezuko', 'Agatsuma Zenitsu', 'Tomioka Giyuu', 'Shinazugawa Sanemi', 'Shinazugawa Genya', 'Kochou Shinobu']",1297,31,13 Oct 2021
